"unigram","BigramTM","freq"
"of","bed",5
"of","chicago",5
"of","children",5
"of","control",5
"of","death",5
"of","doing",5
"of","dollars",5
"of","europe",5
"of","everything",5
"of","faith",5
"of","getting",5
"of","hard",5
"of","health",5
"of","hell",5
"of","india",5
"of","little",5
"of","living",5
"of","many",5
"of","million",5
"of","mind",5
"of","natural",5
"of","paper",5
"of","questions",5
"of","salt",5
"of","sleep",5
"of","space",5
"of","three",5
"of","truth",5
"of","two",5
"of","writing",5
"of","year",5
"of","young",5
"off","work",5
"office","and",5
"oh","shit",5
"old","and",5
"older","than",5
"on","abc",5
"on","as",5
"on","fire",5
"on","may",5
"on","out",5
"on","red",5
"on","sale",5
"on","site",5
"on","something",5
"on","these",5
"on","us",5
"one","else",5
"one","will",5
"one","would",5
"ones","i",5
"only","about",5
"only","be",5
"only","get",5
"only","person",5
"or","be",5
"or","did",5
"or","do",5
"or","for",5
"or","less",5
"or","nothing",5
"or","some",5
"or","three",5
"or","your",5
"order","no",5
"other","countries",5
"our","faith",5
"our","future",5
"our","great",5
"our","life",5
"out","into",5
"out","more",5
"out","their",5
"out","why",5
"out","your",5
"outside","and",5
"outside","the",5
"oven","to",5
"over","at",5
"over","her",5
"over","there",5
"page","i",5
"paint","on",5
"park","a",5
"park","in",5
"part","in",5
"part","was",5
"pass","on",5
"past","and",5
"past","two",5
"paying","attention",5
"people","but",5
"people","could",5
"people","out",5
"people","were",5
"people","would",5
"person","in",5
"pit","bulls",5
"place","is",5
"plan","for",5
"planning","on",5
"planning","to",5
"played","the",5
"players","in",5
"please","come",5
"please","join",5
"please","rt",5
"pm","on",5
"pointed","out",5
"portion","of",5
"praying","for",5
"prime","minister",5
"prior","to",5
"problem","i",5
"problems","in",5
"purchase","a",5
"ran","the",5
"reach","the",5
"reaction","to",5
"read","and",5
"read","your",5
"reading","about",5
"reading","this",5
"really","do",5
"really","hard",5
"really","have",5
"really","i",5
"really","interesting",5
"really","think",5
"reasons","why",5
"receive","a",5
"recent","years",5
"record","the",5
"refuse","to",5
"relate","to",5
"remains","the",5
"required","to",5
"resources","to",5
"response","to",5
"right","about",5
"right","before",5
"right","next",5
"right","side",5
"risk","of",5
"rock","and",5
"roman","catholic",5
"room","at",5
"room","i",5
"rt","it",5
"rt","on",5
"rt","q",5
"rt","we",5
"running","a",5
"safe","travels",5
"said","and",5
"said","no",5
"said","this",5
"santa","monica",5
"sat","down",5
"sat","in",5
"sat","on",5
"saw","him",5
"say","what",5
"say","your",5
"says","its",5
"school","in",5
"school","is",5
"school","my",5
"school","to",5
"school","today",5
"school","year",5
"season","is",5
"see","for",5
"see","on",5
"see","why",5
"seeing","the",5
"seen","you",5
"sent","out",5
"sent","you",5
"set","out",5
"share","the",5
"she","looked",5
"she","looks",5
"she","loves",5
"she","started",5
"she","wanted",5
"she","wasnt",5
"shirt","and",5
"shit","i",5
"shopping","for",5
"should","go",5
"should","just",5
"should","know",5
"should","look",5
"should","make",5
"should","take",5
"should","we",5
"show","at",5
"sight","of",5
"sign","of",5
"since","it",5
"since","we",5
"sit","and",5
"sitting","on",5
"six","months",5
"skin","and",5
"sleep","i",5
"small","businesses",5
"smell","of",5
"so","a",5
"so","hopefully",5
"so","ive",5
"so","little",5
"so","sad",5
"so","she",5
"so","stupid",5
"so","well",5
"so","would",5
"society","and",5
"sold","out",5
"some","amazing",5
"some","ideas",5
"some","pictures",5
"someone","is",5
"song","is",5
"song","that",5
"sorry","to",5
"sought","to",5
"south","africans",5
"spend","my",5
"spent","a",5
"spot","for",5
"stamp","set",5
"stand","in",5
"star","trek",5
"start","my",5
"start","of",5
"started","a",5
"started","on",5
"started","with",5
"stay","at",5
"steps","to",5
"still","has",5
"still","need",5
"still","on",5
"stir","in",5
"stop","it",5
"stop","the",5
"stopped","by",5
"straight","up",5
"stream","of",5
"strong","and",5
"struggle","with",5
"struggling","to",5
"studying","the",5
"stuff","and",5
"stuff","to",5
"subject","of",5
"suggestions","for",5
"sun","is",5
"suppose","to",5
"sure","how",5
"sure","they",5
"surface","of",5
"swear","i",5
"taco","bell",5
"take","away",5
"take","for",5
"take","in",5
"take","place",5
"take","some",5
"talent","and",5
"talk","with",5
"task","of",5
"taylor","swift",5
"team","and",5
"tell","them",5
"th","at",5
"th","birthday",5
"than","anything",5
"than","ever",5
"thanks","you",5
"that","after",5
"that","again",5
"that","be",5
"that","before",5
"that","god",5
"that","many",5
"that","maybe",5
"that","might",5
"that","more",5
"that","night",5
"that","of",5
"that","on",5
"that","out",5
"that","right",5
"that","same",5
"that","says",5
"that","seems",5
"that","theyre",5
"that","youre",5
"thatd","be",5
"the","above",5
"the","act",5
"the","agency",5
"the","animals",5
"the","annual",5
"the","artists",5
"the","audience",5
"the","avengers",5
"the","award",5
"the","basic",5
"the","basis",5
"the","beast",5
"the","birds",5
"the","blogs",5
"the","blues",5
"the","boat",5
"the","boy",5
"the","browns",5
"the","cake",5
"the","carpet",5
"the","challenge",5
"the","challenges",5
"the","coast",5
"the","collection",5
"the","conclusion",5
"the","consequences",5
"the","counter",5
"the","cover",5
"the","cut",5
"the","dance",5
"the","deep",5
"the","devil",5
"the","direction",5
"the","distance",5
"the","dough",5
"the","drivers",5
"the","drug",5
"the","dry",5
"the","edges",5
"the","european",5
"the","exact",5
"the","extra",5
"the","father",5
"the","flower",5
"the","form",5
"the","fourth",5
"the","funniest",5
"the","games",5
"the","garage",5
"the","gate",5
"the","grace",5
"the","grand",5
"the","growing",5
"the","heck",5
"the","hole",5
"the","hours",5
"the","ice",5
"the","importance",5
"the","information",5
"the","initial",5
"the","israelis",5
"the","k",5
"the","knowledge",5
"the","late",5
"the","laws",5
"the","learning",5
"the","length",5
"the","look",5
"the","loss",5
"the","lost",5
"the","machine",5
"the","major",5
"the","meal",5
"the","meat",5
"the","mind",5
"the","mirror",5
"the","mission",5
"the","mixture",5
"the","modern",5
"the","moon",5
"the","mother",5
"the","names",5
"the","onions",5
"the","organization",5
"the","page",5
"the","parents",5
"the","path",5
"the","photos",5
"the","play",5
"the","plot",5
"the","possibility",5
"the","presentation",5
"the","questions",5
"the","region",5
"the","report",5
"the","result",5
"the","safety",5
"the","scene",5
"the","scenes",5
"the","screen",5
"the","security",5
"the","sense",5
"the","shadow",5
"the","shout",5
"the","solution",5
"the","son",5
"the","soul",5
"the","star",5
"the","storm",5
"the","teacher",5
"the","temperature",5
"the","terms",5
"the","theme",5
"the","tone",5
"the","topic",5
"the","town",5
"the","truck",5
"the","true",5
"the","twitter",5
"the","type",5
"the","ultimate",5
"the","value",5
"the","walls",5
"the","western",5
"the","wild",5
"the","winter",5
"the","wire",5
"the","works",5
"the","yellow",5
"their","heads",5
"their","new",5
"their","previous",5
"them","if",5
"them","or",5
"then","have",5
"then","in",5
"then","its",5
"then","why",5
"there","so",5
"theres","something",5
"they","cant",5
"they","havent",5
"they","love",5
"they","seem",5
"they","wont",5
"they","work",5
"theyll","be",5
"theyve","been",5
"thing","as",5
"things","but",5
"things","they",5
"think","a",5
"this","area",5
"this","because",5
"this","card",5
"this","could",5
"this","country",5
"this","feeling",5
"this","group",5
"this","has",5
"this","if",5
"this","life",5
"this","much",5
"this","thursday",5
"those","with",5
"though","and",5
"thought","he",5
"thoughts","on",5
"three","in",5
"three","times",5
"three","years",5
"throw","it",5
"time","now",5
"time","so",5
"to","acknowledge",5
"to","appreciate",5
"to","at",5
"to","bear",5
"to","beat",5
"to","book",5
"to","break",5
"to","breathe",5
"to","chicago",5
"to","describe",5
"to","discuss",5
"to","dry",5
"to","edit",5
"to","every",5
"to","experience",5
"to","explore",5
"to","fly",5
"to","good",5
"to","grow",5
"to","hate",5
"to","hell",5
"to","hide",5
"to","how",5
"to","increase",5
"to","la",5
"to","last",5
"to","lay",5
"to","learning",5
"to","many",5
"to","minutes",5
"to","miss",5
"to","no",5
"to","offer",5
"to","on",5
"to","party",5
"to","remind",5
"to","return",5
"to","sing",5
"to","step",5
"to","store",5
"to","study",5
"to","suck",5
"to","survive",5
"to","time",5
"to","top",5
"to","trust",5
"to","vegas",5
"to","view",5
"today","my",5
"today","on",5
"today","the",5
"together","as",5
"tonight","and",5
"took","it",5
"tour","of",5
"town","in",5
"town","of",5
"translation","of",5
"try","again",5
"turn","around",5
"turned","to",5
"twitter","i",5
"two","hours",5
"two","or",5
"txt","me",5
"u","are",5
"u","feel",5
"u","for",5
"u","make",5
"u","think",5
"under","a",5
"understand","how",5
"understand","that",5
"unfortunately","the",5
"unlikely","to",5
"until","it",5
"up","being",5
"up","early",5
"up","just",5
"up","or",5
"up","time",5
"up","when",5
"us","here",5
"use","this",5
"use","your",5
"used","in",5
"using","it",5
"value","in",5
"value","of",5
"very","different",5
"very","first",5
"very","hard",5
"very","important",5
"very","impressed",5
"very","same",5
"very","soon",5
"very","special",5
"video","game",5
"video","of",5
"view","the",5
"vision","of",5
"walk","with",5
"walked","in",5
"want","in",5
"want","my",5
"want","them",5
"want","your",5
"war","and",5
"was","beautiful",5
"was","easy",5
"was","much",5
"was","told",5
"was","waiting",5
"washington","dc",5
"watch","a",5
"watched","the",5
"way","but",5
"way","down",5
"way","into",5
"we","left",5
"we","make",5
"we","r",5
"we","take",5
"we","wont",5
"web","site",5
"website","and",5
"wed","be",5
"week","but",5
"week","with",5
"weekend","and",5
"weekend","with",5
"weeks","to",5
"welcome","back",5
"well","get",5
"well","have",5
"well","im",5
"well","just",5
"well","my",5
"well","now",5
"well","we",5
"well","with",5
"well","you",5
"were","coming",5
"were","doing",5
"were","looking",5
"were","some",5
"were","there",5
"weve","had",5
"what","am",5
"what","ive",5
"what","were",5
"whatever","it",5
"whats","good",5
"when","there",5
"when","this",5
"whenever","i",5
"where","a",5
"which","could",5
"which","he",5
"which","would",5
"which","you",5
"while","they",5
"white","and",5
"who","and",5
"who","cares",5
"who","it",5
"who","took",5
"whole","life",5
"whole","lot",5
"why","people",5
"will","also",5
"will","become",5
"will","definitely",5
"will","enjoy",5
"will","ever",5
"will","grow",5
"will","let",5
"will","need",5
"will","work",5
"willingness","to",5
"win","and",5
"wish","me",5
"wish","would",5
"wish","you",5
"wishing","you",5
"with","each",5
"with","many",5
"with","these",5
"with","those",5
"without","any",5
"without","them",5
"woken","up",5
"women","and",5
"wont","have",5
"wont","let",5
"word","and",5
"work","a",5
"work","as",5
"work","it",5
"work","or",5
"work","so",5
"worked","on",5
"working","for",5
"world","cup",5
"worse","than",5
"would","come",5
"would","still",5
"wow","that",5
"write","about",5
"writing","the",5
"wrong","and",5
"wrote","for",5
"ya","know",5
"yea","i",5
"yeah","it",5
"year","on",5
"year","we",5
"year","when",5
"yesterday","and",5
"you","ask",5
"you","believe",5
"you","buy",5
"you","by",5
"you","couldnt",5
"you","create",5
"you","decide",5
"you","deserve",5
"you","down",5
"you","havent",5
"you","hit",5
"you","join",5
"you","knew",5
"you","liked",5
"you","lol",5
"you","more",5
"you","pay",5
"you","probably",5
"you","put",5
"you","seen",5
"you","sent",5
"you","some",5
"you","thought",5
"you","use",5
"you","we",5
"you","where",5
"you","win",5
"you","wouldnt",5
"youd","have",5
"young","man",5
"your","business",5
"your","facebook",5
"your","list",5
"your","mouth",5
"your","photo",5
"your","profile",5
"your","self",5
"your","team",5
"your","writing",5
"youre","doing",5
"youre","just",5
"youre","looking",5
"yourself","in",5
"a","ball",4
"a","bath",4
"a","bigger",4
"a","box",4
"a","boyfriend",4
"a","brand",4
"a","broken",4
"a","budget",4
"a","comment",4
"a","credit",4
"a","customer",4
"a","date",4
"a","delight",4
"a","desire",4
"a","direct",4
"a","dm",4
"a","dog",4
"a","douche",4
"a","drug",4
"a","fairly",4
"a","film",4
"a","fish",4
"a","foot",4
"a","forest",4
"a","gas",4
"a","girlfriend",4
"a","giveaway",4
"a","glorious",4
"a","god",4
"a","guest",4
"a","handful",4
"a","healthy",4
"a","horse",4
"a","hospital",4
"a","jerk",4
"a","joy",4
"a","king",4
"a","lawyer",4
"a","living",4
"a","load",4
"a","luxury",4
"a","mahomie",4
"a","meal",4
"a","mile",4
"a","nigga",4
"a","passion",4
"a","patient",4
"a","personal",4
"a","photograph",4
"a","plane",4
"a","pleasure",4
"a","power",4
"a","project",4
"a","question",4
"a","quiet",4
"a","reasonable",4
"a","recent",4
"a","record",4
"a","relatively",4
"a","right",4
"a","row",4
"a","secret",4
"a","secretary",4
"a","separate",4
"a","service",4
"a","shirt",4
"a","side",4
"a","slave",4
"a","slight",4
"a","social",4
"a","sound",4
"a","spoon",4
"a","spot",4
"a","straight",4
"a","strange",4
"a","studio",4
"a","td",4
"a","theme",4
"a","thousand",4
"a","ticket",4
"a","tragedy",4
"a","vintage",4
"a","visit",4
"a","voice",4
"a","website",4
"about","an",4
"about","life",4
"about","their",4
"about","when",4
"about","why",4
"above","and",4
"account","for",4
"account","to",4
"act","as",4
"add","that",4
"added","that",4
"admit","i",4
"admit","it",4
"advantage","of",4
"after","your",4
"again","im",4
"again","this",4
"again","to",4
"against","a",4
"age","and",4
"age","of",4
"ago","the",4
"ago","when",4
"aint","even",4
"all","away",4
"all","be",4
"all","come",4
"all","he",4
"all","human",4
"all","just",4
"all","on",4
"all","other",4
"all","so",4
"all","three",4
"almost","always",4
"almost","as",4
"almost","time",4
"along","and",4
"alot","of",4
"already","know",4
"already","on",4
"also","found",4
"also","know",4
"also","not",4
"although","there",4
"always","better",4
"always","right",4
"always","think",4
"am","also",4
"am","happy",4
"am","officially",4
"am","on",4
"am","really",4
"am","to",4
"am","very",4
"amazed","at",4
"amazing","and",4
"amazing","how",4
"america","is",4
"american","idol",4
"an","account",4
"an","act",4
"an","actual",4
"an","ad",4
"an","age",4
"an","all",4
"an","argument",4
"an","editor",4
"an","electric",4
"an","even",4
"an","exciting",4
"an","eye",4
"an","honor",4
"an","increase",4
"an","iphone",4
"an","issue",4
"an","older",4
"an","opinion",4
"an","ordinary",4
"and","above",4
"and","alex",4
"and","asked",4
"and","awesome",4
"and","back",4
"and","bake",4
"and","because",4
"and","become",4
"and","call",4
"and","culture",4
"and","dance",4
"and","delicious",4
"and","drive",4
"and","early",4
"and","end",4
"and","fear",4
"and","feeling",4
"and","final",4
"and","focus",4
"and","full",4
"and","gives",4
"and","going",4
"and","green",4
"and","hope",4
"and","hopefully",4
"and","last",4
"and","less",4
"and","lets",4
"and","like",4
"and","long",4
"and","looking",4
"and","looks",4
"and","loves",4
"and","loving",4
"and","off",4
"and","open",4
"and","pick",4
"and","place",4
"and","police",4
"and","quite",4
"and","ran",4
"and","real",4
"and","remember",4
"and","roll",4
"and","says",4
"and","seeing",4
"and","share",4
"and","south",4
"and","stopped",4
"and","study",4
"and","th",4
"and","thus",4
"and","took",4
"and","trying",4
"and","turned",4
"and","tweet",4
"and","unique",4
"and","wanted",4
"and","water",4
"and","wear",4
"and","whatever",4
"and","while",4
"and","women",4
"and","write",4
"and","youll",4
"angel","and",4
"another","year",4
"any","ideas",4
"anything","for",4
"anything","that",4
"appear","on",4
"appearance","of",4
"appears","to",4
"applies","to",4
"are","both",4
"are","called",4
"are","coming",4
"are","currently",4
"are","from",4
"are","funny",4
"are","heading",4
"are","one",4
"are","other",4
"are","over",4
"are","pretty",4
"are","two",4
"are","used",4
"are","using",4
"are","walking",4
"are","well",4
"are","what",4
"area","and",4
"around","a",4
"around","like",4
"arrived","in",4
"art","as",4
"art","is",4
"as","are",4
"as","fuck",4
"as","me",4
"as","often",4
"as","something",4
"as","such",4
"as","these",4
"as","usual",4
"as","yet",4
"ask","questions",4
"ask","them",4
"ask","why",4
"asked","him",4
"asked","if",4
"aspect","of",4
